Iteration,RMSE,Time,method
7700,0.0803121,5526,fsgd
7800,0.0803126,5524,fsgd
8000,0.0802955,5525,fsgd
8300,0.080007,5583,fsgd
7900,0.0800054,5581,fsgd
7800,0.0799982,5582,fsgd
7900,0.0799468,5592,fsgd
8400,0.0796584,5640,fsgd
7400,0.0796572,5640,fsgd
8000,0.0796475,5641,fsgd
8000,0.0796311,5641,fsgd
7900,0.079641,5638,fsgd
7500,0.0793371,5697,fsgd
8100,0.0793246,5698,fsgd
8100,0.079346,5695,fsgd
8100,0.0793287,5700,fsgd
8000,0.0793351,5694,fsgd
8200,0.0789832,5756,fsgd
7600,0.0789957,5755,fsgd
8500,0.0789796,5755,fsgd
8200,0.0789826,5754,fsgd
8100,0.0786726,5806,fsgd
8600,0.0786895,5801,fsgd
7700,0.0786453,5808,fsgd
8300,0.0786429,5807,fsgd
8300,0.0786296,5806,fsgd
7800,0.0784115,5856,fsgd
8700,0.0784106,5856,fsgd
8200,0.0783909,5861,fsgd
8200,0.0783805,5858,fsgd
8400,0.0783636,5860,fsgd
8400,0.0781088,5908,fsgd
8300,0.0780957,5909,fsgd
8800,0.0780678,5915,fsgd
7900,0.0780712,5912,fsgd
8300,0.0780134,5909,fsgd
8900,0.0777398,5964,fsgd
8400,0.0777411,5963,fsgd
8500,0.0777213,5963,fsgd
8000,0.0777124,5966,fsgd
9000,0.07748,6014,fsgd
8500,0.0774747,6017,fsgd
8100,0.0774991,6010,fsgd
8400,0.0774769,6012,fsgd
8600,0.0774852,6009,fsgd
8500,0.0772034,6072,fsgd
9100,0.0771968,6073,fsgd
8600,0.0772123,6069,fsgd
8500,0.0771778,6075,fsgd
8200,0.0771902,6072,fsgd
9200,0.0769317,6124,fsgd
8300,0.0769301,6126,fsgd
8600,0.0768987,6134,fsgd
8700,0.0769084,6133,fsgd
8700,0.0768666,6135,fsgd
9300,0.0766409,6184,fsgd
8400,0.0766177,6188,fsgd
8700,0.076618,6186,fsgd
8800,0.0766085,6188,fsgd
9400,0.0763778,6232,fsgd
8500,0.0763647,6236,fsgd
8900,0.0763802,6232,fsgd
8600,0.076362,6234,fsgd
8800,0.0763504,6236,fsgd
8900,0.076107,6284,fsgd
9500,0.0760802,6291,fsgd
9000,0.0760986,6286,fsgd
8800,0.0760776,6290,fsgd
8700,0.0760916,6287,fsgd
9600,0.0758528,6341,fsgd
8600,0.0758383,6343,fsgd
8800,0.0758297,6343,fsgd
9100,0.0758344,6341,fsgd
9000,0.0758214,6342,fsgd
9700,0.075614,6391,fsgd
8700,0.0756012,6393,fsgd
8900,0.0755888,6399,fsgd
9100,0.0755729,6402,fsgd
9200,0.0755774,6398,fsgd
9000,0.0753618,6448,fsgd
9800,0.0753075,6454,fsgd
8900,0.0753068,6455,fsgd
9200,0.0753083,6454,fsgd
9300,0.0752975,6453,fsgd
9100,0.0751338,6501,fsgd
9900,0.0751099,6507,fsgd
8800,0.0751037,6509,fsgd
9400,0.0751246,6502,fsgd
9000,0.0750744,6514,fsgd
8900,0.0748646,6559,fsgd
9200,0.0748509,6561,fsgd
9100,0.074849,6562,fsgd
9500,0.0748462,6564,fsgd
9300,0.0746415,6616,fsgd
9000,0.0746194,6620,fsgd
9600,0.0746133,6622,fsgd
9300,0.0745958,6627,fsgd
9400,0.0744243,6675,fsgd
9100,0.0744074,6679,fsgd
9200,0.074398,6677,fsgd
9700,0.0743756,6682,fsgd
9200,0.0741899,6733,fsgd
9500,0.074163,6741,fsgd
9800,0.0741777,6734,fsgd
9300,0.0741333,6741,fsgd
9400,0.0739813,6790,fsgd
9300,0.0739638,6793,fsgd
9600,0.07395,6799,fsgd
9400,0.0739565,6792,fsgd
9400,0.0737626,6847,fsgd
9700,0.0737363,6852,fsgd
9500,0.0737427,6850,fsgd
9500,0.0736969,6854,fsgd
9900,0.0735459,6897,fsgd
9500,0.0735177,6900,fsgd
9600,0.0735094,6903,fsgd
9600,0.0734903,6906,fsgd
9700,0.07333,6953,fsgd
9700,0.0733276,6954,fsgd
9800,0.0733108,6956,fsgd
9600,0.0731504,7008,fsgd
9800,0.0731426,7010,fsgd
9800,0.073118,7017,fsgd
9900,0.0729306,7070,fsgd
9900,0.0729157,7076,fsgd
9700,0.0729061,7074,fsgd
9800,0.0727318,7132,fsgd
9900,0.0725456,7200,fsgd
9900,0.0708823,8141,fsgd
