Iteration,RMSE,Time,method
7200,0.480463,4661,dsgd
6400,0.47999,4674,dsgd
9400,0.479703,4683,dsgd
9200,0.479557,4687,dsgd
6800,0.479201,4697,dsgd
9500,0.47913,4709,dsgd
9500,0.478274,4718,dsgd
6500,0.47836,4717,dsgd
9300,0.478162,4728,dsgd
9600,0.477722,4742,dsgd
6900,0.477729,4740,dsgd
9600,0.477339,4752,dsgd
7300,0.478544,4714,dsgd
6600,0.47708,4763,dsgd
9400,0.476833,4771,dsgd
9700,0.476636,4775,dsgd
9700,0.47613,4785,dsgd
7000,0.476245,4784,dsgd
9800,0.475301,4813,dsgd
9800,0.475032,4821,dsgd
9500,0.475408,4808,dsgd
7100,0.474908,4821,dsgd
6700,0.475493,4796,dsgd
9900,0.474697,4851,dsgd
9900,0.474558,4854,dsgd
9600,0.474216,4859,dsgd
7400,0.475486,4796,dsgd
9700,0.472981,4893,dsgd
7200,0.473413,4865,dsgd
9800,0.47268,4927,dsgd
6800,0.473142,4873,dsgd
7500,0.472657,4905,dsgd
9900,0.47198,4958,dsgd
7300,0.471985,4952,dsgd
7600,0.471509,4981,dsgd
6900,0.471386,4973,dsgd
7400,0.471,5000,dsgd
7700,0.4709,5023,dsgd
7500,0.470126,5049,dsgd
7000,0.470245,5044,dsgd
7800,0.470024,5062,dsgd
7600,0.469551,5081,dsgd
7100,0.469312,5089,dsgd
7900,0.469094,5102,dsgd
7700,0.46892,5115,dsgd
7200,0.46866,5123,dsgd
7800,0.46829,5151,dsgd
7300,0.467906,5161,dsgd
8000,0.468263,5150,dsgd
8100,0.467051,5207,dsgd
7900,0.467208,5201,dsgd
7400,0.467002,5203,dsgd
8200,0.466715,5249,dsgd
8000,0.46632,5253,dsgd
8300,0.465959,5281,dsgd
7500,0.465988,5270,dsgd
8100,0.465638,5305,dsgd
8400,0.4654,5323,dsgd
7600,0.465224,5326,dsgd
8200,0.465002,5350,dsgd
7700,0.464674,5361,dsgd
8500,0.464797,5360,dsgd
8300,0.464302,5383,dsgd
7800,0.464072,5395,dsgd
7900,0.463375,5532,dsgd
8000,0.463068,5568,dsgd
8100,0.462805,5603,dsgd
8600,0.463863,5403,dsgd
8200,0.46246,5634,dsgd
8300,0.462139,5667,dsgd
8400,0.461824,5705,dsgd
8500,0.461614,5740,dsgd
8600,0.461378,5775,dsgd
8700,0.461149,5813,dsgd
8800,0.460832,5851,dsgd
8900,0.460683,5883,dsgd
9000,0.46048,5914,dsgd
8400,0.463611,5416,dsgd
9100,0.460272,5949,dsgd
8700,0.461904,5637,dsgd
9200,0.459596,5983,dsgd
9300,0.459241,6014,dsgd
8500,0.459869,5968,dsgd
9400,0.459065,6050,dsgd
9500,0.458627,6089,dsgd
9600,0.45837,6124,dsgd
9700,0.458189,6161,dsgd
9800,0.458015,6199,dsgd
9900,0.457792,6234,dsgd
8800,0.458865,6002,dsgd
8600,0.458609,6064,dsgd
8900,0.457425,6269,dsgd
9000,0.456862,6340,dsgd
8700,0.456889,6318,dsgd
9100,0.456542,6394,dsgd
8800,0.456295,6399,dsgd
8900,0.455975,6461,dsgd
9200,0.456078,6455,dsgd
9000,0.455671,6514,dsgd
9300,0.455576,6523,dsgd
9100,0.455315,6551,dsgd
9200,0.45496,6585,dsgd
9400,0.455107,6576,dsgd
9300,0.454637,6624,dsgd
9500,0.454539,6628,dsgd
9400,0.454274,6662,dsgd
9600,0.454095,6687,dsgd
9500,0.453932,6701,dsgd
9600,0.45354,6741,dsgd
9700,0.453644,6740,dsgd
9700,0.453282,6777,dsgd
9800,0.452972,6812,dsgd
9800,0.453225,6793,dsgd
9900,0.452649,6850,dsgd
9900,0.452596,6852,dsgd
